File: cap_01_11_49_55_01.bin  (131072 bytes, 131072 samples)

   Index   Dec   Hex         Bin
     814     6     6  00000110
     815     6     6  00000110
     816     7     7  00000111
     817     7     7  00000111
     818     6     6  00000110
     819     6     6  00000110
     820     7     7  00000111
     821     7     7  00000111
     822     6     6  00000110
     823     6     6  00000110
     824     7     7  00000111
     825     7     7  00000111
     826     6     6  00000110
     827     6     6  00000110
     828     7     7  00000111
     829     7     7  00000111
     830     6     6  00000110
     831     6     6  00000110
     832     7     7  00000111
     833     7     7  00000111
     834     6     6  00000110
     835     7     7  00000111
     836     6     6  00000110
     837     7     7  00000111
     838     6     6  00000110
     839     6     6  00000110
     840     7     7  00000111
     841     7     7  00000111
     842     6     6  00000110
     843     6     6  00000110
     844     7     7  00000111
     845     7     7  00000111
     846     6     6  00000110
     847     6     6  00000110
     848     7     7  00000111
     849     7     7  00000111
     850     6     6  00000110
     851     6     6  00000110
     852     7     7  00000111
     853     7     7  00000111
     854     6     6  00000110
     855     6     6  00000110
     856     7     7  00000111
     857     7     7  00000111
     858     6     6  00000110
     859     6     6  00000110
     860     7     7  00000111
     861     7     7  00000111
     862     6     6  00000110
     863     6     6  00000110
     864     7     7  00000111
     865     7     7  00000111
     866     6     6  00000110
     867     6     6  00000110
     868     7     7  00000111
     869     7     7  00000111
     870     6     6  00000110
     871     6     6  00000110
     872     7     7  00000111
     873     7     7  00000111
     874     6     6  00000110
     875     6     6  00000110
     876     7     7  00000111
     877     7     7  00000111
     878     6     6  00000110
     879     6     6  00000110
     880     7     7  00000111
     881     7     7  00000111
     882     6     6  00000110
     883     6     6  00000110
     884     7     7  00000111
     885     7     7  00000111
     886     6     6  00000110
     887     6     6  00000110
     888     7     7  00000111
     889     7     7  00000111
     890     6     6  00000110
     891     6     6  00000110
     892     7     7  00000111
     893     7     7  00000111
     894     6     6  00000110
     895     6     6  00000110
     896     7     7  00000111
     897     7     7  00000111
     898     6     6  00000110
     899     6     6  00000110
     900     6     6  00000110
     901     7     7  00000111
     902     6     6  00000110
     903     6     6  00000110
     904     7     7  00000111
     905     7     7  00000111
     906     6     6  00000110
     907     6     6  00000110
     908     7     7  00000111
     909     7     7  00000111
     910     6     6  00000110
     911     6     6  00000110
     912     7     7  00000111
     913     7     7  00000111
     914     6     6  00000110
     915     6     6  00000110
     916     7     7  00000111
     917     7     7  00000111
     918     6     6  00000110
     919     6     6  00000110
     920     7     7  00000111
     921     7     7  00000111
     922     6     6  00000110
     923     7     7  00000111
     924     6     6  00000110
     925     7     7  00000111
     926     6     6  00000110
     927     6     6  00000110
     928     7     7  00000111
     929     7     7  00000111
     930     6     6  00000110
     931     6     6  00000110
     932     7     7  00000111
     933     7     7  00000111
     934     6     6  00000110
     935     6     6  00000110
     936     7     7  00000111
     937     7     7  00000111
     938     6     6  00000110
     939     7     7  00000111
     940     6     6  00000110
     941     7     7  00000111
     942     6     6  00000110
     943     6     6  00000110
     944     7     7  00000111
     945     7     7  00000111
     946     6     6  00000110
     947     7     7  00000111
     948     6     6  00000110
     949     7     7  00000111
     950     6     6  00000110
     951     6     6  00000110
     952     7     7  00000111
     953     7     7  00000111
     954     6     6  00000110
     955     7     7  00000111
     956     7     7  00000111
     957     7     7  00000111
     958     6     6  00000110
     959     6     6  00000110
     960     7     7  00000111
     961     7     7  00000111
     962     6     6  00000110
     963     7     7  00000111
     964     6     6  00000110
     965     7     7  00000111
     966     7     7  00000111
     967     6     6  00000110
     968     7     7  00000111
     969     7     7  00000111
     970     6     6  00000110
     971     6     6  00000110
     972     7     7  00000111
     973     7     7  00000111
     974     6     6  00000110
     975     6     6  00000110
     976     7     7  00000111
     977     7     7  00000111
     978     6     6  00000110
     979     6     6  00000110
     980     7     7  00000111
     981     7     7  00000111
     982     6     6  00000110
     983     6     6  00000110
     984     7     7  00000111
     985     7     7  00000111
     986     6     6  00000110
     987     7     7  00000111
     988     6     6  00000110
     989     7     7  00000111
     990     7     7  00000111
     991     6     6  00000110
     992     7     7  00000111
     993     7     7  00000111
     994     6     6  00000110
     995     7     7  00000111
     996     6     6  00000110
     997     7     7  00000111
     998     6     6  00000110
     999     6     6  00000110
    1000     7     7  00000111
    1001     7     7  00000111
    1002     6     6  00000110
    1003     7     7  00000111
    1004     7     7  00000111
    1005     7     7  00000111
    1006     6     6  00000110
    1007     6     6  00000110
    1008     7     7  00000111
    1009     7     7  00000111
    1010     6     6  00000110
    1011     6     6  00000110
    1012     7     7  00000111
    1013     7     7  00000111
    1014     6     6  00000110
    1015     6     6  00000110
    1016     7     7  00000111
    1017     7     7  00000111
    1018     6     6  00000110
    1019     7     7  00000111
    1020     7     7  00000111
    1021     7     7  00000111
    1022     6     6  00000110
    1023     6     6  00000110
    1024     7     7  00000111
    1025     7     7  00000111
    1026     6     6  00000110
    1027     6     6  00000110
    1028     7     7  00000111
    1029     7     7  00000111
    1030     6     6  00000110
    1031     6     6  00000110
    1032     7     7  00000111
    1033     7     7  00000111
    1034     6     6  00000110
    1035     6     6  00000110
    1036     7     7  00000111
    1037     7     7  00000111
    1038     6     6  00000110
    1039     6     6  00000110
    1040     7     7  00000111
    1041     7     7  00000111
    1042     6     6  00000110
    1043     7     7  00000111
    1044     6     6  00000110
    1045     7     7  00000111
    1046     6     6  00000110
    1047     6     6  00000110
    1048     7     7  00000111
    1049     7     7  00000111
    1050     6     6  00000110
    1051     6     6  00000110
    1052     7     7  00000111
    1053     7     7  00000111
    1054     6     6  00000110
    1055     6     6  00000110
    1056     7     7  00000111
    1057     7     7  00000111
    1058     6     6  00000110
    1059     7     7  00000111
    1060     6     6  00000110
    1061     7     7  00000111
    1062     6     6  00000110
    1063     6     6  00000110
    1064     7     7  00000111
    1065     7     7  00000111
    1066     6     6  00000110
    1067     6     6  00000110
    1068     7     7  00000111
    1069     7     7  00000111
    1070     6     6  00000110
    1071     6     6  00000110
    1072     7     7  00000111
    1073     7     7  00000111
    1074     6     6  00000110
    1075     7     7  00000111
    1076     6     6  00000110
    1077     7     7  00000111
    1078     6     6  00000110
    1079     6     6  00000110
    1080     7     7  00000111
    1081     7     7  00000111
    1082     6     6  00000110
    1083     6     6  00000110
    1084     7     7  00000111
    1085     7     7  00000111
    1086     6     6  00000110
    1087     6     6  00000110
    1088     7     7  00000111
    1089     7     7  00000111
    1090     6     6  00000110
    1091     7     7  00000111
    1092     6     6  00000110
    1093     7     7  00000111
    1094     6     6  00000110
    1095     6     6  00000110
    1096     7     7  00000111
    1097     7     7  00000111
    1098     6     6  00000110
    1099     6     6  00000110
    1100     7     7  00000111
    1101     7     7  00000111
    1102     6     6  00000110
    1103     6     6  00000110
    1104     7     7  00000111
    1105     7     7  00000111
    1106     6     6  00000110
    1107     6     6  00000110
    1108     7     7  00000111
    1109     7     7  00000111
    1110     6     6  00000110
    1111     6     6  00000110
    1112     7     7  00000111
    1113     7     7  00000111
    1114     6     6  00000110
    1115     7     7  00000111
    1116     6     6  00000110
    1117     7     7  00000111
    1118     6     6  00000110
    1119     6     6  00000110
    1120     7     7  00000111
    1121     7     7  00000111
    1122     6     6  00000110
    1123     6     6  00000110
    1124     7     7  00000111
    1125     7     7  00000111
    1126     6     6  00000110
    1127     6     6  00000110
    1128     7     7  00000111
    1129     7     7  00000111
    1130     6     6  00000110
    1131     6     6  00000110
    1132     7     7  00000111
    1133     7     7  00000111
    1134     6     6  00000110
    1135     6     6  00000110
    1136     7     7  00000111
    1137     7     7  00000111
    1138     6     6  00000110
    1139     7     7  00000111
    1140     6     6  00000110
    1141     7     7  00000111
    1142     6     6  00000110
    1143     6     6  00000110
    1144     7     7  00000111
    1145     7     7  00000111
    1146     6     6  00000110
    1147     6     6  00000110
    1148     7     7  00000111
    1149     7     7  00000111
    1150     6     6  00000110
    1151     6     6  00000110
    1152     7     7  00000111
    1153     7     7  00000111
    1154     6     6  00000110
    1155     6     6  00000110
    1156     7     7  00000111
    1157     7     7  00000111
    1158     6     6  00000110
    1159     6     6  00000110
    1160     7     7  00000111
    1161     7     7  00000111
    1162     6     6  00000110
    1163     6     6  00000110
    1164     6     6  00000110
    1165     7     7  00000111
    1166     6     6  00000110
    1167     6     6  00000110
    1168     7     7  00000111
    1169     7     7  00000111
    1170     6     6  00000110
    1171     6     6  00000110
    1172     6     6  00000110
    1173     7     7  00000111
    1174     6     6  00000110
    1175     6     6  00000110
    1176     7     7  00000111
    1177     7     7  00000111
    1178     6     6  00000110
    1179     6     6  00000110
    1180     7     7  00000111
    1181     7     7  00000111
    1182     6     6  00000110
    1183     6     6  00000110
    1184     7     7  00000111
    1185     7     7  00000111
    1186     6     6  00000110
    1187     6     6  00000110
    1188     7     7  00000111
    1189     7     7  00000111
    1190     6     6  00000110
    1191     6     6  00000110
    1192     7     7  00000111
    1193     7     7  00000111
    1194     6     6  00000110
    1195     6     6  00000110
    1196     6     6  00000110
    1197     7     7  00000111
    1198     6     6  00000110
    1199     6     6  00000110
    1200     7     7  00000111
    1201     7     7  00000111
    1202     6     6  00000110
    1203     7     7  00000111
    1204     6     6  00000110
    1205     7     7  00000111
    1206     6     6  00000110
    1207     6     6  00000110
    1208     7     7  00000111
    1209     7     7  00000111
    1210     6     6  00000110
    1211     6     6  00000110
    1212     7     7  00000111
    1213     7     7  00000111
    1214     6     6  00000110
    1215     6     6  00000110
    1216     7     7  00000111
    1217     7     7  00000111
    1218     6     6  00000110
    1219     6     6  00000110
    1220     7     7  00000111
    1221     7     7  00000111
    1222     6     6  00000110
    1223     6     6  00000110
    1224     7     7  00000111
    1225     7     7  00000111
    1226     6     6  00000110
    1227     6     6  00000110
